"","Account_status","Duration","Credit_history","Purpose","Amount","Savings","Employment","Installment_rate","Guarantors","Resident_since","Property","Age","Other_plans","Housing","Num_credits","Job","People_maintenance","Phone","Foreign","BAD","Female"
"948","no checking account",12,"existing credits paid back duly till now","car (new)",2859,"unknown / no savings account","unemployed",4,"none",4,"unknown / no property",38,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"949","no checking account",18,"existing credits paid back duly till now","furniture / equipment",1533,"< 100 DM","< 1 year",4,"co-applicant",1,"building society savings agreement / life insurance",43,"none","A152",1,"unskilled - resident",2,"none","yes","BAD","Female"
"950","no checking account",24,"existing credits paid back duly till now","radio / television",3621,"100 <= ... <  500 DM",">= 7 years",2,"none",4,"car or other",31,"none","A152",2,"skilled employee / official",1,"none","yes","BAD","Female"
"951","0 < ... <  200 DM",18,"critical account / other credits existing (not at this bank)","business",3590,"< 100 DM","unemployed",3,"none",3,"car or other",40,"none","A152",3,"unemployed / unskilled  - non-resident",2,"yes, registered under the customers name","yes","GOOD","Female"
"952","< 0 DM",36,"delay in paying off in the past","business",2145,"< 100 DM","4  <= ... < 7 years",2,"none",1,"car or other",24,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"953","0 < ... <  200 DM",24,"existing credits paid back duly till now","car (used)",4113,"500 <= ... < 1000 DM","< 1 year",3,"none",4,"car or other",28,"none","A151",1,"skilled employee / official",1,"none","yes","BAD","Male"
"954","no checking account",36,"existing credits paid back duly till now","furniture / equipment",10974,"< 100 DM","unemployed",4,"none",2,"car or other",26,"none","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Male"
"955","< 0 DM",12,"existing credits paid back duly till now","car (new)",1893,"< 100 DM","1  <= ... < 4 years",4,"guarantor",4,"building society savings agreement / life insurance",29,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"956","< 0 DM",24,"critical account / other credits existing (not at this bank)","radio / television",1231,">= 1000 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",57,"none","A151",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Male"
"957",">= 200 DM",30,"critical account / other credits existing (not at this bank)","radio / television",3656,"unknown / no savings account",">= 7 years",4,"none",4,"building society savings agreement / life insurance",49,"stores","A152",2,"unskilled - resident",1,"none","yes","GOOD","Female"
"958","0 < ... <  200 DM",9,"critical account / other credits existing (not at this bank)","radio / television",1154,"< 100 DM",">= 7 years",2,"none",4,"real estate",37,"none","A152",3,"unskilled - resident",1,"none","yes","GOOD","Female"
"959","< 0 DM",28,"existing credits paid back duly till now","car (new)",4006,"< 100 DM","1  <= ... < 4 years",3,"none",2,"car or other",45,"none","A152",1,"unskilled - resident",1,"none","yes","BAD","Female"
"960","0 < ... <  200 DM",24,"existing credits paid back duly till now","furniture / equipment",3069,"100 <= ... <  500 DM",">= 7 years",4,"none",4,"unknown / no property",30,"none","A153",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"961","no checking account",6,"critical account / other credits existing (not at this bank)","radio / television",1740,"< 100 DM",">= 7 years",2,"none",2,"real estate",30,"none","A151",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"962","0 < ... <  200 DM",21,"delay in paying off in the past","car (new)",2353,"< 100 DM","1  <= ... < 4 years",1,"none",4,"building society savings agreement / life insurance",47,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"963","no checking account",15,"existing credits paid back duly till now","car (new)",3556,"unknown / no savings account","1  <= ... < 4 years",3,"none",2,"unknown / no property",29,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"964","no checking account",24,"existing credits paid back duly till now","radio / television",2397,"500 <= ... < 1000 DM",">= 7 years",3,"none",2,"car or other",35,"bank","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"965","0 < ... <  200 DM",6,"existing credits paid back duly till now","repairs",454,"< 100 DM","< 1 year",3,"none",1,"building society savings agreement / life insurance",22,"none","A152",1,"unskilled - resident",1,"none","yes","GOOD","Female"
"966","0 < ... <  200 DM",30,"existing credits paid back duly till now","radio / television",1715,"unknown / no savings account","1  <= ... < 4 years",4,"none",1,"car or other",26,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"967","0 < ... <  200 DM",27,"critical account / other credits existing (not at this bank)","radio / television",2520,"500 <= ... < 1000 DM","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",23,"none","A152",2,"unskilled - resident",1,"none","yes","BAD","Female"
"968","no checking account",15,"existing credits paid back duly till now","radio / television",3568,"< 100 DM",">= 7 years",4,"none",2,"car or other",54,"bank","A151",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Male"
"969","no checking account",42,"existing credits paid back duly till now","radio / television",7166,"unknown / no savings account","4  <= ... < 7 years",2,"none",4,"building society savings agreement / life insurance",29,"none","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"970","< 0 DM",11,"critical account / other credits existing (not at this bank)","car (new)",3939,"< 100 DM","1  <= ... < 4 years",1,"none",2,"real estate",40,"none","A152",2,"unskilled - resident",2,"none","yes","GOOD","Female"
"971","0 < ... <  200 DM",15,"existing credits paid back duly till now","repairs",1514,"100 <= ... <  500 DM","1  <= ... < 4 years",4,"guarantor",2,"real estate",22,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"972","no checking account",24,"existing credits paid back duly till now","car (new)",7393,"< 100 DM","1  <= ... < 4 years",1,"none",4,"building society savings agreement / life insurance",43,"none","A152",1,"unskilled - resident",2,"none","yes","GOOD","Female"
"973","< 0 DM",24,"all credits at this bank paid back duly","car (new)",1193,"< 100 DM","unemployed",1,"co-applicant",4,"unknown / no property",29,"none","A151",2,"unemployed / unskilled  - non-resident",1,"none","yes","BAD","Male"
"974","< 0 DM",60,"existing credits paid back duly till now","business",7297,"< 100 DM",">= 7 years",4,"co-applicant",4,"unknown / no property",36,"none","A151",1,"skilled employee / official",1,"none","yes","BAD","Female"
"975","no checking account",30,"critical account / other credits existing (not at this bank)","radio / television",2831,"< 100 DM","1  <= ... < 4 years",4,"none",2,"car or other",33,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"976",">= 200 DM",24,"existing credits paid back duly till now","radio / television",1258,"500 <= ... < 1000 DM","1  <= ... < 4 years",3,"none",3,"car or other",57,"none","A152",1,"unskilled - resident",1,"none","yes","GOOD","Male"
"977","0 < ... <  200 DM",6,"existing credits paid back duly till now","radio / television",753,"< 100 DM","1  <= ... < 4 years",2,"guarantor",3,"real estate",64,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"978","0 < ... <  200 DM",18,"delay in paying off in the past","business",2427,"unknown / no savings account",">= 7 years",4,"none",2,"building society savings agreement / life insurance",42,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"979","no checking account",24,"delay in paying off in the past","car (new)",2538,"< 100 DM",">= 7 years",4,"none",4,"car or other",47,"none","A152",2,"unskilled - resident",2,"none","yes","BAD","Female"
"980","0 < ... <  200 DM",15,"all credits at this bank paid back duly","car (new)",1264,"100 <= ... <  500 DM","1  <= ... < 4 years",2,"none",2,"building society savings agreement / life insurance",25,"none","A151",1,"skilled employee / official",1,"none","yes","BAD","Female"
"981","0 < ... <  200 DM",30,"critical account / other credits existing (not at this bank)","furniture / equipment",8386,"< 100 DM","4  <= ... < 7 years",2,"none",2,"building society savings agreement / life insurance",49,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"982","no checking account",48,"existing credits paid back duly till now","business",4844,"< 100 DM","unemployed",3,"none",2,"car or other",33,"bank","A151",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Female"
"983",">= 200 DM",21,"existing credits paid back duly till now","car (new)",2923,"100 <= ... <  500 DM","1  <= ... < 4 years",1,"none",1,"car or other",28,"bank","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Male"
"984","< 0 DM",36,"existing credits paid back duly till now","car (used)",8229,"< 100 DM","1  <= ... < 4 years",2,"none",2,"building society savings agreement / life insurance",26,"none","A152",1,"skilled employee / official",2,"none","yes","BAD","Female"
"985","no checking account",24,"critical account / other credits existing (not at this bank)","furniture / equipment",2028,"< 100 DM","4  <= ... < 7 years",2,"none",2,"building society savings agreement / life insurance",30,"none","A152",2,"unskilled - resident",1,"none","yes","GOOD","Female"
"986","< 0 DM",15,"critical account / other credits existing (not at this bank)","furniture / equipment",1433,"< 100 DM","1  <= ... < 4 years",4,"none",3,"building society savings agreement / life insurance",25,"none","A151",2,"skilled employee / official",1,"none","yes","GOOD","Male"
"987",">= 200 DM",42,"no credits taken / all credits paid back duly","business",6289,"< 100 DM","< 1 year",2,"none",1,"building society savings agreement / life insurance",33,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"988","no checking account",13,"existing credits paid back duly till now","radio / television",1409,"100 <= ... <  500 DM","unemployed",2,"none",4,"real estate",64,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"989","< 0 DM",24,"existing credits paid back duly till now","car (used)",6579,"< 100 DM","unemployed",4,"none",2,"unknown / no property",29,"none","A153",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
